Abk;Name
Stv;Stavre
Stå;Sollefteå
Stä;Sandträsk
Stö;Strångsjö
Sub;Sundbyberg
Suc;Sundsvalls central
Sudv;Sunds verkstäder
Sue;Surte
Suf;Sturefors
Sui;Skuckuviken
Sum;Storuman
Sumf;Storumans fabriksspår
Sun;Sunne
Sur;Skutskär
Surn;Skutskärs norra
Sus;Sunderbyns sjukhus
Sutj;Suttertjärn
Suv;Sundsvalls västra
Suvå;Sundsvalls västra
Sv;Storvik
Svbn;Svartbäckens nedre
Svc;Svenstaviks centrum
Sve;Säve
Svg;Svenshögen
Svi;Södra Vi
Svk;Svenstavik
Svm;Svaneholm
Svt;Sävast
Svv;Svappavaara
Svå;Svartå
Svö;Skytts Vemmerlöv
Sx;Saxvattnet
Sy;Stockaryd
Syd;Skillingaryd
Syt;Skyttorp
Så;Så
Sås;Skanderåsen
Sä;Sävsjö
Säg;Söräng
Säk;Svärtträsk
Säp;Skärpan
Sär;Sävenäs rangerbangård
Säu;Sunnäsbruk
Säv;Sävenäs
Säy;Säby
Sö;Södertälje
Söc;Södertälje centrum
Söd;Södertälje hamn
Södy;Söderby
Söe;Stora Köpinge
Sög;Sölvesborg
Sök;Stöcke
Söka;Södertälje kanal
Söla;Sösdala
Sön;Svartön
Söu;Södertälje syd undre
Söv;Skelleftehamns övre
Söö;Södertälje syd övre
T;Töreboda
Tad;Talludden
Tag;Taberg
Tb;Tillberga
Tba;Tystberga
Tbn;Torbacken
Tbn;Torsbacken
Tbo;Tobo
Tbr;Tibro
Tby;Tandsbyn
Tdj;Trödje
Tdö;Tandsjöborg
Tel;Tagel
Teo;Torebo
Tgp;Tågarp
Tgs;Trångstad
Th;Tenhult
Tha;Tornehamn
Thd;Tallhed
Thk;Tornehamns kyrkogård
Thl;Tornhill
Thm;Träskholm
Thn;Trollhättan
Thö;Trehörningsjö
Tib;Triabo
Tim;Timsfors
Tip;Tierp
Tj;Tjunnaryd
Tja;Tjappsåive
Tjs;Tjugonde slussen
Tjsk;Tjustskolan
Tjsp;Tjustskolan
Tks;Torskors
Tkt;Turkiet
Tl;Tallåsen
Tlg;Tällberg
Tli;Tomelilla
Tll;Tellejåkk
Tlt;Tolita
Tm;Tomteboda godsbangård
Tmö;Tomteboda övre
Tn;Tannefors
Tnk;Torneträsk
Tns;Tranås
Tnu;Tanum
To;Torpshammar
Tof;Tofta
Top;Torpåkra
Tor;Torneå
Tot;Toresta
Tou;Torup
Tov;Torsvik
Toy;Torsby
Tp;Teckomatorp
Tpu;Tappudden
Trd;Traryd
Tre;Trekanten
Trg;Trelleborg
Tri;Triangeln (Citytunneln)
Trm;Trolmen
Tro;Trollforsen
Trå;Timrå
Ts;Tungelsta
Tsg;Tågsjöberg
Tsl;Tisselskog
Tså;Torsåker
Ttu;Tortuna
Tu;Tumba
Tud;Tunadal
Tul;Tullinge
Tun;Tunneby
Tvb;Tväråbäck
Tvd;Torved
Tve;Tveta
Tvä;Tvärålund
Ty;Tyringe
Tye;Tyllered
Tåd;Trångsund
Tår;Tårajaur
Tås;Tallås
Tåsgr;Tallås grusgropsväxel
Tåv;Trångsviken
Täl;Tälle
Tö;Tjörnarp
Töe;Tösse
Töv;Töva
U;Uppsala C
Udl;Ulriksdal
Uf;Ulriksfors
Ufio;Ulriksfors industriområde
Ulv;Ulvsunda
Uly;Ulvshyttan
Un;Undersåker
Una;Uppsala norra
Uph;Upphärad
Upv;Upplands Väsby
Utp;Ulvstorp
Uts;Utsikten
Uv;Uddevalla central
Uvh;Uddevalla hamn
Uvn;Ursviken
Uå;Umeå C
Uå;Umeå
Uågb;Umeå godsbangård
Uåö;Umeå östra
Uö;Uddevalla östra
V;Värnamo
Vaa;Vara
Vad;Vad
Vag;Vargön
Vaj;Varjisträsk
Vb;Varberg
Vbd;Västra Bodarne
Vbg;Västberga
Vbt;Vejbyslätt
Vda;Veda
Vdb;Värmlandsbro
Vdi;Veddige
Vdn;Vindeln
Vds;Vadsbro
Vdv;Vedevåg
Ve;Väse
Vea;Velanda
Ved;Vedum
Vf;Vartofta
Vfa;Vissefjärda
Vfo;Viskafors
Vg;Vänersborg C
Vga;Vega
Vgd;Vaggeryd
Vgf;Volgsjöfors
Vgs;Volgsele
Vgå;Vårgårda
Vh;Vegeholm
Vha;Vattholma
Vhd;Vagnhärad
Vhe;Västerhaninge
Vhy;Vikmanshyttan
Via;Via
Vib;Vimmerby
Vibh;Vimmerby Hamra
Vim;Vimnarp
Vir;Virrestad
Visk;Viskan
Vit;Vittaryd
Viv;Vittjokksvägen
Vj;Vassijaure
Vjm;Vojmån
Vk;Västervik
Vka;Vika
Vkj;Vaikijaur
Vkä;Vallkärra
Vl;Vallsta
Vld;Vinlidsberg
Vln;Vallnäs
Vm;Vattjom
Vma;Vilhelmina
Vmat;Vilhelmina timmer
Vme;VME
Vn;Värtan
Vna;Voxna
Vns;Vännäs station
Vnt;Vackernäset
Vnö;Vinnö
Vo;Vansbro
Vr;Vingåker
Vre;Vrena
Vrn;Verveln
Vru;Vekerum
Vrö;Värö
Vs;Vislanda
Vsd;Vikingstad
Vsg;Valskogs station
Vsk;Vuonoskogen
Vsm;Virserum
Vso;Virsbo
Vst;Vadstena
Vsö;Viresjö
Vt;Vretstorp
Vta;Vetlanda
Vtk;Vitaby kyrka
Vtn;Vattnäs
Vto;Västra Torup
Vtv;Vitvattnet
Vty;Vitaby
Vv;Vallvik
Vxft;Växel 143
Vxn;Våxnäs
Vå;Västerås central
Vå;Västerås
Våam;Västerås djuphamn
Våb;Vålberg
Våk;Vallåkra
Vån;Västerås Norra
Våv;Västerås västra
Vä;Väring
Väj;Väja
Vät;Västra Ämtervik
Väy;Västeraspby
Vö;Växjö
Vön;Vassjön vid (Vassjön)
Vöv;Vinslöv
Wibe;WIBE
Xalg;Alnabru godsbangård
Xasp;Aspedammen
Xbg;Berg
Xbjf;Bjørnfjell
Xbrg;Bergen
Xbö;Brakerøya
Xdb;Dombås
Xdrm;Drammen
Xfs;Fredrikstad
Xgmo;General Motors sidespor
Xgo;Geilo
Xgol;Gol
Xgro;Grorud
Xhel;Hell
Xhg;Haga
Xhld;Halden
Xhm;Hamar
Xhmd;Heimdal
Xho;Hove
Xhs;Hønefoss
Xkat;Katterat
Xkbg;Kongsberg
Xkvg;Kongsvinger
Xlga;Loenga
Xlh;Lillehammer
Xlls;Lillestrøm
Xlm;Lillestrøm
Xloe;Loenga
Xmag;Magnor
Xmo;Moss
Xmy;Myrdal
Xnk;Narvik
Xosl;Oslo Sentralstasjon
Xot;Otta
Xrom;Rombakk
Xsri;Sørli
Xsör;Sørli
Xrvy;Rolvsøy
Xsb;Sarpsborg
Xsbo;Sarpsborg
Xsgn;Skogn
Xsms;Straumsnes
Xsr;Skotterud
Xtnd;Trondheim
Xvi;Vinstra
Xål;Ål
Xårn;Årnes
Y;Ystad
Yb;Ytterby
Yl;Ytterhogdal
Ym;Yttermalung
Yö;Yttersjön
Zcph;Københavns lufthavn
Zdro;Drogden
Zgae;Espergærde
Zgl;Glostrup
Zhg;Helsingør
Zhgl;Helgoland - Depå nära Svanemøllen
Zhl;Hellerup
Zhum;Humlebæk
Zkh;København H
Zkk;Østerport
Zkl;Klampenborg
Zklv;Kalvebod
Zkn;Nørreport Köpenhamn
Zni;Nivå
Zoj;Vojens
Zok;Kokkedal
Zru;Rungsted Kyst
Zsq;Snekkersten
Zså;Skodsborg
Ztåt;Tårnby
Zvb;Vedbæk
Zöre;Ørestad
Å;Åsbro
Åa;Åseda
Åb;Åsensbruk
Åba;Ålberga
Åbe;Årstaberg
Åbo;Åbo
Åby;Åby
Åd;Ådalsliden
Åg;Ånge
Åg;Ånge ställverksområde
Åga;Ångsta
Åggb;Ånge godsbangård
Ågy;Ångebyn
Åh;Åshammar
Åhus;Åhus
Åk;Åkarp
Åkg;Årskogen
Åki;Åkers International
Åkn;Åkarps norra
Åks;Åkers styckebruk
Åkt;Åskott
Ål;Åmål
Åldj;Åmåls djuphamn
Ålg;Ålsäng
Ålö;Åmåls östra
Åm;Åmsele
Åmi;Åminne
Ånm;Ånimskog
Ånn;Ånn
Åp;Åstorp
Åre;Åre
Årsb;Årstabron
Ås;Ås
Åsa;Åsa
Åsha;Åhus hamn
Åsn;Åsarna
Åst;Åsträsk
Åt;Åmotfors
Åvg;Åtvidaberg
Åä;Åänge
Ä;Ängelholm
Äbg;Ängelsberg
Äfs;Äggfors
Äh;Älmhult
Äk;Älvkarleö
Äl;Älgarås
Älo;Älvho
Äls;Älvros
Än;Älvängen
Äng;Äng
Änö;Ängersjö
Äp;Äppelbo
Äs;Älvsjö
Äsb;Älandsbro
Äsg;Älvsjö godsbangård
Äsr;Äskekärr
Ätk;Ättekulla
Äy;Älvsbyn
Ö;Örtofta
Öa;Ökna
Öal;Österalnö
Öb;Örebro S
Öbl;Ösjöbol
Öbn;Örabäcken
Öbyi;Öjebyns industriområde
Öda;Ödåkra
Ödh;Ödhult
Ög;Östra Grevie
Ögd;Övergård
Öh;Örbyhus
Öhl;Överhogdal
Öhlg;Överhogdals grusgrop
Öj;Östansjö
Öjr;Öjervik
Ök;Örnsköldsvik C
Ökn;Örnsköldsvik N
Ökv;Örnsköldsvik V
Öl;Ölme
Ömn;Ömmeln
Önd;Önnestad
Ör;Örebro C
Ös;Östersund C
Öso;Ösmo
Öst;Östra Tommarp
Ösv;Östersund V
Öså;Österås
Öte;Östertälje
Öv;Östavall
Övb;Överby
Övg;Ödemarksvägen
Övl;Östra Vemmerlöv
Övm;Överum
Övmb;Överums bruk
Övn;Östervärn
Övö;Övsjö
Öx;Öxnered
Öä;Öre älv
Öäg;Österäng
Arl;Arelid
Blk;Bollstabruk
Brb;Brobacka
Bt;Bengtstorp
Flä;Flisbäck
Fos;Fredriksfors
Fsa;Forsa
Gmg;Grängesbergs malmbangård
Har;Hasslerör
Inh;Insjöhamn
Khy;Klenshyttan
Km;Krampen
Ko;Kvarnebo
Kral;Kiruna lokbangård
Lba;Långbacka
Lt;Lerot
Lövh;Lövholmen
Mno;Mora-Noret
Mssb;Mönsterås bruk
Pbg;Persberg
Rbd;Rabbalshede
Sdu;Sandudden
Srö;Ströms vattudal
Vtn;Vetlanda
Ysl;Yttersel
Bgä;Bombardier Lokverkstad, Gävle
Bsäv;Bombardier Lokverkstad, Sävenäs
Btn;Bombardier Lokverkstad, Nässjö
Lblg;Lokverkstaden, Borlänge
Lgä;Lokverkstaden, Gävle
Lh;Lokverkstaden, Hallsberg
Lhgl;Lokverkstaden, Hagalund
Lle;Lokverkstaden, Luleå
Llp;Lokverkstaden, Linköping
Lm;Lokverkstaden, Malmö
Lmgb;Lokverkstaden, Malmö godsbangård
Ln;Lokverkstaden, Nässjö
Lsäv;Lokverkstaden, Sävenäs
Phgl;Vagnverkstaden, Hagalund
Ple;Vagnverkstaden, Luleå
Pm;Vagnverkstaden, Malmö
Por;Vagnverkstaden, Olskroken
Rkhn;Reparationsplats, Kristinehamn
Rsuc;Reparationsplats, Sundsvall
Rös;Reparationsplats, Östersund
Uhgl;Verkstaden, Hagalund
Vgä;Verkstaden, Gävle
Vkva;Kalmar Verkstad
Vvns;Verkstaden, Vännäs
