VKM;UNIQUE;Keeper Name / Halter Name / Nom du détenteur / Название владельца;Country Страна;Status Статус;www.;
SDW;SDW;Stiftung Dampfzentrum Winterthur;CH;in use;dampfzentrum.ch;OTIF
SE;SE;Förderverein Steigerwald-Express e.V;DE;in use;fv-steigerwald-express.de;
SEA;SEA;Service des Essences des Armées;FR;in use;;
SEAG;SEAG;Schweizer Electronic AG;CH;in use;schweizer-electronic.ch;OTIF
SEANT;SEANT;SEANTO, S.L.;ES;in use;seanto.com;
SEARL;SEARL;SEA-RAIL NV;BE;in use;sea-invest.be;
SEAS;SEAS;Slovenské elektrárne a.s.;SK;in use;seas.sk;
SEBUC;SEBUC;SUCURSALA ELECTROCENTRALE BUCURESTI;RO;in use;;
SEG;SEG;SEGECO SRL;IT;in use;segecoitalia.com;
SEH;SEH;Süddeutsches Eisenbahnmuseum Heilbronn;DE;in use;eisenbahnmuseum-heilbronn.de;
SEHR;SEHR;Stiftung Museumsbahn SEHR & RS;CH;in use;etzwilen-singen.ch/inhalt/Linie/Stiftung/Strecke.htm;OTIF
SEHVW;SEHVW;SEH-Verwaltungs GmbH;DE;in use;;
SEK;SEK;Hafen- und Bahnbetriebe der Stadt Krefeld / Städtische Eisenbahn Krefeld;DE;Revoked;krefeld.de;
SEL;SEL;Schlünß Eisenbahn Logistik;DE;in use;sel-eisenbahn.de;
SEM;SEM;Sächsisches Eisenbahnmuseum e.V;DE;in use;sem-chemnitz.de;
SEMAT;SEMAT;SEMAT (Sociedad de Estudios y explotacion de Material Auxiliar de Transportes, S.A;ES;in use;semat.es;
SEMBG;SEMBG;SEM Remont OOD;BG;in use;semremont.com;
SEMI;SEMI;SOCIEDAD ESPAÑOLA DE MONTAJES INDUSTRIALES;ES;in use;semi.es;
SENDO;SENDO;SENDOGAN Bahndienste GmbH;DE;in use;sendogan.de;
SEPSA;SEPSA;Societá per l'Esercizio di Pubblici Servizi SpA;IT;Blocked;sepsa.it;
SER;SER;Proservis Ekspres Lojistik Hizmetleri San. Ve.Tic. A.Ş.;TR;in use;servicexpress.com.tr;OTIF
SERCO;SERCO;Serco Railtest;UK;Blocked;serco.co.uk;
SERFI;SERFI;SERFIRAT DEMIRYOLU TAŞIMACILIGI TICARET ANONIM ŞIRKETI;TR;in use;rayser.com.tr;OTIF
SERSA;SERSA;Sersa Group Management AG;CH;in use;sersa.ch;OTIF
SERSD;SERSD;Rhomberg Sersa Deutschland Südost GmbH;DE;in use;rhomberg-sersa.de;
SERVI;SERVI;SERVIFER XXI S.L.;ES;in use;serviferxxi.es;
SES;SES;SES Logistik GmbH;DE;Revoked;willke.com;
SESAF;SESAF;SES Aus- und Fortbildung e. K.;DE;in use;;
SESKH;SESKH;Stora Enso AB;SE;in use;storaenso.com;
SET;SET;South East Trains;UK;Blocked;;
SETG;SETG;Salzburger Eisenbahn Transportlogistik GmbH;AT;in use;setg.at;
SEV;SEV;SEV Schlesische Eisenbahnverkehrsmittel GmbH & Co KG;DE;in use;;
SEVIL;SEVIL;SEVILLE RAIL RENT;PL;in use;;
SFH;SFH;Schienenfahrzeuge Export - Import Handelsgesellschaft mbH - SFH;DE;in use;schienenfahrzeuge.de;
SFI;SFI;SFH;IT;in use;sfiravenna.it;
SFM;SFM;DB Schenker Italia S.r.l;IT;in use;rail.dbschenker.it;
SFR;SFR;SERFER Servizi Ferroviari srl;IT;Revoked;serferonline.it;
SFSM;SFSM;Strade Ferrate Secondarie Meridionali;IT;Blocked;;
SFT;SFT;SOCIETATEA FEROVIARA DE TURISM SFT CFR SA;RO;in use;turismferoviar.ro;
SFTM;SFTM;SIFI TM AGRO SA;RO;in use;;
SFTRA;SFTRA;SOFTRANS SRL;RO;in use;softronic.ro;
SFTRO;SFTRO;SOFTRONIC SRL;RO;in use;;
SFW;SFW;Schienenfahrzeugwerk Delitzsch GmbH;DE;in use;;
SFY;SFY;Safety4You Baustellenlogistik GmbH;AT;in use;s4you.at;
SG;SG;LHG Service Gesellschaft mbH;DE;in use;sg-luebeck.de;
SGAG;SGAG;Stahl Gerlafingen AG;CH;in use;stahl-gerlafingen.ch;OTIF
SGB;SGB;Stoomtrein Goes-Borsele;NL;in use;destoomtrein.nl;
SGC;SGC;SE.GE.CO. S.R.L.;IT;in use;;
SGCPP;SGCPP;SAINT-GOBAIN CONSTRUCTION PRODUCTS POLSKA Sp. z o.o.;PL;Revoked;rigips.pl;
SGFIT;SGFIT;SI.GI.FER SRL;IT;in use;sigifer.biz;
SGG;SGG;Saint-Gobain Glass logistics;FR;in use;;
SGL;SGL;SGL – Schienen Güter Logistik GmbH;DE;in use;sgl-net.de;
SGPAM;SGPAM;SAINT-GOBAIN PAM;FR;in use;;
SGR;SGR;SANGRITANA S.p.A.;IT;in use;sangritana.it;
SGRF;SGRF;SO.G.RA.F S.r.l;IT;in use;;
SGS;SGS;Sonderzug Gastronomie Schuh;DE;in use;;
SGTL;SGTL;S.G.T.L.;FR;in use;;
SGV;SGV;Svenska Godsvagnar AB;SE;in use;;
SGW;SGW;SGW;FR;in use;;
SH;SH;Smalspåret i Hultsfred AB;SE;in use;smalsparet.nu/sh/;
SHB;SHB;Schleswig-Holstein Bahn;DE;in use;sh-bahn.de;
SHD;SHD;Stichting Historisch Dieselmaterieel;NL;in use;dieseltreinen.nl;
SHELF/ШЕЛФ;SHELF;Шелф ООД / Shelf OOD;BG;in use;;
SHG;SHG;Kommanditgesellschaft S.H.G. Gleis- und Tiefbaugesellschaft mbH & Co.;DE;in use;shg-gleisbau.de;
SHH;SHH;Städtische Häfen Hannover;DE;in use;;
SHM;SHM;Stiftung Hamburg Maritim;DE;in use;stiftung-hamburg-maritim.de;
SHMNL;SHMNL;B.V. Exploitatiemaatschappij Museumstoomtram;NL;in use;stoomtram.nl;
SHR;SHR;Syrian Hidjaz Railway;SY;in use;hijazerail.com;OTIF
SHS;SHS;SWS Seehafen Stralsund GmbH;DE;in use;seehafen-stralsund.de;
SHTR;SHTR;Alstom Traction BV;NL;in use;aIstom.com;
SI;SI;Sistemi Territoriali S.p.a.;IT;in use;sistemiterritorialispa.it;
SICE;SICE;SOCIEDAD IBÉRICA DE CONSTRUCCIONES ELÉCTRICAS S.A.;ES;in use;sice.com;
SIEAG;SIEAG;Siemens Mobility GmbH;DE;in use;siemens.com;
SIEIT;SIEIT;Siemens Mobility S.r.L.;IT;in use;mobility.siemens.com/it/en.html;
SIEKR;SIEKR;Siemens AG;DE;in use;siemens.com;
SIESS;SIESS;Siess Brennstoffe GmbH & Co KG;AT;in use;siess.cc;
SILVA;SILVA;SILVA LOGISTIC SERVICES SRL;RO;in use;;
SIMAY;SIMAY;SIMAY DEMIRYOLU TAŞIMACLIK A.Ş.;TR;in use;alltraklojistik.com;OTIF
SIMG;SIMG;Simgen GmbH;DE;in use;;
SIMIL;SIMIL;SIMiL500;FR;in use;simil500.fr;
SINTR;SINTR;SERVICIOS INDUSTRIALES Y TRANSPORTES, S.A.;ES;in use;sintra-sa.es;
ŠINZR/ШИНЗР;SINZR;ŠINVOZ A.D., Zrenjanin;RS;in use;;OTIF
SISFC;SISFC;SISTEMAS Y MONTAJES INDUSTRIALES, S.A.;ES;in use;sistemsa.es;
SITAV;SITAV;SITAV SpA;IT;in use;sitav.eu;
SITFA;SITFA;SITFA S.p.A. (TO);IT;in use;sitfa.net;
SITIA;SITIA;TRANSITIA RAIL;ES;in use;transitia.es;
SITWN;SITWN;Siemens AG Transformatorenwerk Nürnberg;DE;in use;energy.siemens.com;
SJ;SJ;SJ AB;SE;in use;sj.se;
SJVM;SJVM;Statens Maritima och Transporthistoriska Museer;SE;in use;smtm.se;
SJVT;SJVT;Sydjyllands Veterantog;DK;in use;sjvt.dk;
SK;SK;Schollenberger Kampfmittelbergung GmbH;DE;Revoked;schollenberger.de;
SKÅJ;SKAJ;Stockholms Kultursällskap för Ånga och Järnväg;SE;in use;skaj.org;
SKALK;SKALK;SCHAEFER KALK GmbH & CO. KG;DE;in use;schaeferkalk.de;
Skåne;SKANE;Skånetrafiken;SE;in use;skanetrafiken.se;
SKANS;SKANS;Skanska a.s.;CZ;in use;;
SKASK;SKASK;Skanska SK a.s.;SK;in use;skanska.sk;
SKB;SKB;UAB SKINEST BALTIJA;LT;in use;skinest.lt;
SKBIN;SKBIN;Budamar Innovations, a.s.;SK;in use;budamar.sk;
SKG;SKG;"Srbija kargo" a.d. / JSC Serbia Cargo /;RS;in use;srbcargo.rs;OTIF
SKHT;SKHT;SK – H Trans, s. r. o.;SK;in use;skhtrans.sk;
SKINE;SKINE;Skinest Rail AS;EE;in use;skinest.ee;
SKJ;SKJ;Skånska Järnvägar AB;SE;in use;skanskajarnvagar.se;
SKJAB;SKJAB;Skövde Karlsborgs Järnväg AB;SE;in use;;
SkJb;SkJb;Skandinaviska Jernbanor AB;SE;in use;;
SKL;SKL;Stichting Klassieke Locomotieven;NL;in use;klassieke-locs.nl;
SKLJ;SKLJ;Skara-Lundsbrunns Järnvägar;SE;in use;sklj.se;
SKLUS;SKLUS;SKL Schienen Komplex Logistik Magdeburg GmbH & Co. KG;DE;in use;schienen-komplex-logistik.de;
CKM;SKM;„СКМ Интернешънъл” ЕАД;BG;in use;;
SKMT;SKMT;PKP Szybka Kolej Miejska w Trojmiescie Sp. Z o.o.;PL;in use;skm.pkp.pl;
SKMWA;SKMWA;Szybka Kolej Miejska Sp. z o.o.;PL;in use;;
SKNAA;SKNAA;SKANSKA S.A.;PL;in use;skanska.pl;
SKOTR;SKOTR;ŠKODA AUTO a.s.;CZ;in use;;
SKPL;SKPL;SKPL Cargo Sp. z o.o;PL;in use;shortlines.pl;
SKS;SKS;SKS Krnov, a.s.;CZ;in use;;
SKSM;SKSM;Suwalskie Kopalnie Surowców Mineralnych sp. z o.o.;PL;in use;sksm.suwalki.pl;
SKT;SKT;Axess Logistics Sweden AB;SE;Revoked;axesslogistics.se;
SL;SL;Storstockhoms Lokaltrafik;SE;in use;sl.se;
SLB;SLB;Salzburg AG für Energie, Verkehr und Telekommunikation - Salzburger Lokalbahn;AT;in use;salzburg-ag.at;
SLCF;SLCF;SALCEF S.p.A.;IT;in use;salcef.com;
SLG;SLG;SLG Spitzke Logistik GmbH;DE;in use;spitzke.com;
SLM;SLM;SLM GmbH, Schorno Locomotive Management;CH;in use;;OTIF
SLMAG;SLMAG;Slovmag a.s.;SK;in use;slovmag.sk;
SLOVN;SLOVN;SLOVNAFT, a.s.;SK;in use;slovnaft.sk;
SLRS;SLRS;Salzland Rail Service GmbH;DE;in use;salzland-rail-service.de;
SLTS;SLTS;Silverlink Train Services;UK;Blocked;silverlink-trains.co.uk;
SLTU;SLTU;Slovenské tunely, a.s.;SK;in use;slottunely.sk;
SLVAG;SLVAG;SLOV-VAGON, a.s.;SK;in use;;
SLVY;SLVY;Solvay Bulgaria AD / Солвей България АД;BG;in use;;
SLZHN;SLZHN;SLZ CHÉMIA, a.s.;SK;in use;slzchemia.sk;
SM;SM;Scandinavian Motortransport AB;SE;in use;motortransport.se;
SMART;SMART;SMART CORPORATION s.r.o.;SK;in use;;
SMCF;SMCF;Sercice Militaire des Chemines de Fer;FR;in use;;
SMD;SMD;SLEZSKOMORAVSKÁ DRÁHA a.s.;CZ;in use;slezskomoravskadraha.cz;
SMG;SMG;Sersa Maschineller Gleisbau AG;CH;in use;sersa.ch;OTIF
SMILL;SMILL;s-milling technologies GmbH;DE;in use;s-milling.com;
SMKJS;SMKJS;Stowarzyszenie Miłośników Kolei w Jaworzynie Śląskiej;PL;in use;smkjaworzyna.pl.tl;
SMNS;SMNS;SIEMENS MOBILITY SL;ES;in use;mobility.siemens.com/es/es.html;
SMOK;SMOK;Svenska Motorvagnsklubben;SE;in use;;
SMR;SMR;SMR  S.A.;RO;in use;smr.ro;
SMS;SMS;Sachtleben Mining Services GmbH;DE;in use;;
SMT;SMT;AB Sandvik Materials Technology;SE;in use;smt.sandvik.com;
SMTRA;SMTRA;SOMETRA SA;RO;in use;sometra.ro;
SMZ;SMZ;Slovenské magnezitové závody, akciová spoločnosť, Jelšava;SK;in use;smzjelsava.sk;
SNALL;SNALL;Snälltåget AB;SE;in use;snalltaget.se;
SNCB;SNCB;Société Nationale des Chemins de fer Belges;BE;in use;sncb.be;
SNCF;SNCF;SNCF Voyageurs;FR;in use;sncf.fr;
SNCFC;SNCFC;SNCF RESEAU Circulation Ferroviaire;FR;in use;;
SNCFR;SNCFR;SNCF Réseau;FR;in use;sncf-reseau.fr;
SNCFT;SNCFT;Société Nationale des Chemins de Fer Tunésiens;TN;in use;sncft.com.tn;OTIF
SNG;SNG;Singergon Petroleum;BG;in use;;
SNL;SNL;Sven Neunzig;DE;in use;;
SNSRV;SNSRV;SOCIETATEA NATIONALA A SARII SA - SUCURSALA EXPLOATARE MINIERA RM. VALCEA;RO;in use;salvir.ro;
SNSSP;SNSSP;SUCURSALA NATIONALA A SARII SA - SUCURSALA SALINA PRAID;RO;in use;salinapraid.ro;
SNTFC;SNTFC;SNTFC " CFR  CALATORI " SA;RO;in use;cfrcalatori.ro;
SO;SO;Serco Railtest;UK;Blocked;serco.co.uk;
SOB;SOB;Schweizerische Südostbahn AG;CH;in use;suedostbahn.ch;OTIF
SOBET;SOBET;Sobetra, a.s.;SK;in use;sobetra.sk;
SOBIE;SOBIE;Destylarnia Sobieski S.A.;PL;in use;;
SOCAR;SOCAR;Przedsiębiorstwo Inżynieryjne SOCAR sp. z  o.o. sp. k.;PL;in use;socar.com.pl;
SOCO;SOCO;SOCOMAC;FR;in use;soufflet.com;
SOCRF;SOCRF;SOCORAIL;FR;in use;europorte.com;
SOEG;SOEG;Sächsisch-Oberlausitzer Eisenbahngesellschaft;DE;in use;soeg-zittau.de;
SOF;SOF;SOFISTIK SERVIS s.r.o.;CZ;in use;sofistikservis.cz;
SÖG;SOG;SOLVAY ÖSTERREICH GmbH;AT;in use;solvay.at;
SOGE;SOGE;SNC SOGEWAG;FR;in use;stva.com;
SOK;SOK;Sokacz GmbH & Co. KG;DE;in use;sokacz.com;
SOLCH;SOLCH;Solvay (Schweiz) AG;CH;in use;solvay.ch;OTIF
SOMAF;SOMAF;Somafel, Engenharia e Obras Ferroviárias, S.A.;PT;in use;somafel.pt;
SONRA;SONRA;Sonata Rail Invest GmbH;DE;in use;sonata-management.com;
SOR;SOR;Sortera, s.r.o.;SK;in use;;
sorec;SOREC;Solenthaler Recycling AG;CH;in use;sorec.ch;OTIF
SOT;SOT;SOTRAMEST;FR;in use;;
SOŽ;SOZ;SPOLEK PRO OCHRANU ŽELEZNIC - ŤRISTAOSMIČKA, Z.S.;CZ;in use;;
SP;SP;Slovenská pošta, a.s.;SK;in use;slposta.sk;
SPACE;SPACE;Spacetec Datengewinnung GmbH;DE;in use;spacetec.de;
SPAG;SPAG;SPITZKE SE;DE;in use;spitzke.com;
SPAP;SPAP;Slovenská plavba a prístavy a.s.;SK;in use;spap.sk;
SPCH;SPCH;Spolek pro chemickou a hutní výrobu, akciová společnost;CZ;in use;;
SPDŽ;SPDZ;Spoločnosť Považskej Dráhy Žilina;SK;in use;spdz.estranky.sk;
SPEBE;SPEBE;Spektra, spol. s r.o.;CZ;in use;;
SPEED;SPEED;Speed Sp. Z o.o.;PL;in use;speed.gdynia.pl;
Speno;SPENO;Speno International S.A.;CH;in use;speno.ch;OTIF
SPIN;SPIN;SPINELLI (ETS);FR;in use;;
SPITZ;SPITZ;SPITZKE AG GUZ Berlin;DE;Revoked;spitzke.de;
SPL;SPL;SPL Powerlines Sverige AB;SE;in use;splpowerlines.se;
SPLA;SPLA;SPL-Powerlines GmbH & Co KG;AT;in use;powerlines-group.com;
SPLE;SPLE;SPL EisenbahnVerkehr GmbH;DE;in use;spl-ev.de;
SPLG;SPLG;SPL Powerlines Germany GmbH;DE;in use;powerlines-group.com;
SPOL;SPOL;Siemens Mobility Sp. z o.o.;PL;in use;siemens.pl/mobility;
SPS;SPS;Spitzke Spoorbouw;NL;in use;spitzke.nl;
SPSAB;SPSAB; ScanPole Sverige AB;SE;in use;scanpole.com;
SPSPM;SPSPM;Piotr Mieczkowski AUTORYZOWANA STACJA OBSŁUGI SERWIS POJAZDÓW SZYNOWYCH;PL;in use;;
SPSSK;SPSSK;Serwis Pojazdów Szynowych sp. z o.o. sp. k.;PL;in use;;
SPU;SPU;Spiess-Urania Chemicals GmbH;DE;in use;spiess-urania.com;
SPW;SPW;Société Propriétaire des Wagons;FR;in use;viia.com;
SPYFA;SPYFA;Spyfa Tec GmbH;CH;in use;spyfatec.ch;OTIF
SPZ;SPZ;Südbayeriches Portland-Zementwerk, Gebr. Wiesböek & Co GmbH;DE;in use;;
SPŽČT;SPZCT;Společnost železniční při DKV Česká Třebová, z.s.;CZ;in use;spolzel.cz;
SR;SR;ScotRail Railways;UK;Blocked;scotrail.co.uk;
SRA;SRA;S-Rail GmbH;DE;in use;;
SRAG;SRAG;Stettler AG Biel Studen;CH;in use;stettlerag.ch;OTIF
SRAIL;SRAIL;Vossloh Rail Services Deutschland GmbH;DE;in use;vossloh.com/de/;
SRB;SRB;Südburgenländische Regionalbahn;AT;in use;maerchenbahn.at;
SRC;SRC;SWISS RAIL CARRIER AG - SRC®;CH;in use;swissrailcarrier.ch;OTIF
SRCM;SRCM;Swiss Rail Car Management GmbH;CH;in use;;OTIF
SREQ;SREQ;SIDERURGICA REQUENA, S.A.;ES;in use;;
SRFL;SRFL;STRABAG Rail Fahrleitungen Gmbh;DE;in use;strabag-rail.com;
SRG;SRG;Saar Rail GmbH;DE;in use;saarrail.de;
SRI;SRI;SRI Rail Invest GmbH;DE;in use;;
SRJmf;SRJmf;Museiföreningen Stockholm-Roslagens Järnvägar;SE;in use;srjmf.se;
SRKS;SRKS;Strukton Rail GmbH & Co KG;DE;in use;strukton.de;
SRL;SRL;Stahlberg Roensch Leipzig GmbH;DE;Revoked;vossloh-rail-services.com;
SRM;SRM;Strukton Railinfra Materieel;NL;in use;struktonrailfra.com;
SRN;SRN;Sanirail Nürnberg Gleis und Tiefbau GmbH;DE;in use;sanirail-nuernberg.de;
SRO;SRO;Saudi Railways Organization;SA;in use;saudirailways.org;OTIF
SRPS;SRPS;Scottish Railway Preservation Society;UK;in use;srps.org.uk;
SRR;SRR;Stricker Rose Rail GmbH;DE;in use;sr-rail.de;
SRS;SRS;SRS Rail Servis GmbH;DE;in use;srs-railservice.de;
SRSDE;SRSDE;Stadler Rail Service Deutschland GmbH;DE;in use;stadlerrail.com;
SRSeu;SRSEU;Sperry Rail;UK;in use;sperryrail.com;
SRSG;SRSG;SRS Sjölanders AB;SE;in use;srsroadrail.se;
SRSVN;SRSVN;Schenker;SI;in use;schenker.si;
SRT;SRT;Schörling Rail Tech GmbH;DE;Revoked;schoerling-railtech.de;
SRTAG;SRTAG;Swiss Rail Traffic AG;CH;in use;;OTIF
SRTF;SRTF;SRT S.r.l.;IT;in use;srtfano.com;
SRTWÖ;SRTWO;SRT Schrott Recycling Thüringen GmbH;DE;in use;;
SRVBA;SRVBA;CFR SIRV BRASOV SA - PL AIUD;RO;in use;;
SSAB;SSAB;SSAB EMEA AB;SE;in use;ssab.se;
SSČR;SSCR;SLADOVNY SOUFFLET ČR a.s.;CZ;in use;slad.cz;
SSHR;SSHR;Správa státních hmotných rezerv;CZ;in use;;
SSIF;SSIF;Società Subalpina di Imprese Ferroviarie S.p A;IT;in use;vigezzinacentovalli.com;
SSJF;SSJF;Skåne-Smålands Järnvägsmuseiförening;SE;in use;ssjf.se;
SSN;SSN;Stoom Stichting Nederland;NL;in use;stoomstichting.nl;
SSOX;SSOX;SSAB Oxelösund;SE;in use;ssab.com;
SSRT;SSRT;Trafikverket, Fordonsresurser;SE;in use;trafikverket.se;
CCCEM;SSSEM;CCC CEM PEЙЛ ООД;BG;in use;;
SSSNK;SSSNK;3S Nakliyat Madencilik Sanayi ve Ticaret Anonim Şirketi;TR;in use;yildizlarsssholding.com.tr;OTIF
SST;SST;Sneider Stahlbau AG;CH;in use;stahlbau.ch;OTIF
SSZV;SSZV;Ing. Lukáš Volek;CZ;in use;stavitelstvivolek.cz;
ST;ST;Sursee-Triengen Bahn AG;CH;in use;dampfzug.ch;OTIF
STA;STA;Stahlberg Track Asset GmbH & Co. KG;DE;Revoked;vossloh-rail-services.com;
STAB;STAB;Svensk Tågkraft AB;SE;in use;tagkraft.com;
STADS;STADS;Stadler Service AG;CH;in use;stadlerrail.com;OTIF
STAG;STAG;Stadler Bussnang AG;CH;in use;stadlerrail.com;OTIF
STAL;STAL;Siemens Transformers Austria GmbH & Co KG;AT;in use;siemens.com;
STAP;STAP;Stadler Deutschland GmbH;DE;in use;stadlerrail.de;
STARK;STARK;Starkenberger Güterlogistik GmbH;DE;in use;starkenberger-gueterlogistik.de;
START;START;MÁV-START ZRt.;HU;in use;;
ΣΤΑΣΥ;STASY;Urban Rail Transport S.A.;EL;in use;stasy.gr;
Staub;STAUB;STAUB& CO Chemiehandelsgesellschaft mbH;DE;Revoked;staubco.de;
STAV;STAV;STAV GmbH;DE;in use;stav-gmbh.de;
STAVA;STAVA;STADLER RAIL VALENCIA S.A.U.;FR;in use;stadlerrail.com;
STB;STB;Süd-Thüringen-Bahn GmbH;DE;in use;sued-thueringen-bahn.de;
STBA;STBA;Stalserwis Batory sp. z o.o.;PL;in use;stalserwis.pl;
STBAT;STBAT;Steiermarkbahn Transport & Logistik GmbH;AT;in use;steiermarkbahn.at;
STBPV;STBPV;Steiermarkbahn und Bus GmbH;AT;in use;;
STD;STD;Stemberg-Deters Umweltservice GmbH;DE;in use;;
STDE;STDE;Stichting DE-III;NL;in use;stichtingde3.nl;
STE;STE;Société des Trains Exposition;FR;in use;trains-expo.fr;
STEAM;STEAM;Rent a Lok Aps;DK;in use;rentalok.dk;
STEB;STEB;Steirische Erlebnisbahn;AT;in use;stmk-erlebnisbahn.at;
STEC;STEC;STECONFER, SA;PT;in use;;
STEEL;STEEL;VÍTKOVICE STEEL, a.s.;CZ;in use;;
STEF;STEF;Stefen GmbH & Co. KG;DE;in use;hermannstefen.de;
STEG;STEG;Radek Mansfeld;CZ;in use;;
STENA;STENA;Stena Gotthard AB;SE;in use;stenagotthard.se;
STENO;STENO;"STENO v.o.s." - stavební a inženýrská činnost kolejové dopravé;CZ;in use;;
STGBS;STGBS;Stuttgarter Bahnservice Ltd.;DE;in use;stuttgarter-bahn.de;
StH;STH;Stern & Hafferl Verkehrsgesellschaft mbH;AT;in use;stern-verkehr.at;
STI;STI;SERVTRANS INVEST S.A.;RO;in use;servtrans-invest.com;
STK;STK;STK S.A.;PL;in use;stk.wroc.pl;
STLB;STLB;Steiermärkische Landesbahnen;AT;in use;stlb.at;
STLEU;STLEU;Stadt Leutershausen;DE;in use;leutershausen.de;
STM;STM;Rail STM Sp. Z o.o.;PL;in use;railst.pl;
STMC;STMC;SERVTRANS MENTENANCE SA;RO;in use;;
STOCK;STOCK;Stock-Transport;DE;in use;;
STP;STP;Sigma Tabor Sp. z o.o.;PL;in use;sigmatabor.pl;
STPHA;STPHA;SPEDI-TRANS Praha, s.r.o.;CZ;in use;;
STR;STR;Strukton Rail;SE;in use;strukton.se/default.aspx;
STRA;STRA;Strabag AG;AT;in use;strabag.com;
STRAG;STRAG;Schöni Transport AG;CH;in use;schoeni.ch;OTIF
STRPL;STRPL;STRABAG sp. z o.o.;PL;in use;;
STRU;STRU;Hans Strube Gleisbau, Hochbau Tiefbau GmbH;DE;in use;strubebau.de;
STRVA;STRVA;Strabag Vasútépitö Kft.;HU;in use;;
STRW;STRW;Southern Railway;UK;in use;southernrailway.com;
STS;STS;Städtebahn Sachsen  GmbH;DE;in use;staedtebahn.de;
STSI;STSI;STSI;FR;in use;;
STSL;STSL;STS Logistic sp. z o.o.;PL;in use;stslogistic.com.pl;
STSLM;STSLM;Siemens Transportation System Locomotives;DE;in use;transportion.siemens.com;
STT;STT;Svensk Tågteknik AB;SE;in use;stt-train.se;
STTRA;STTRA;Statnett Transport AS;NO;in use;statnett-transport.no;
STVA;STVA;CAT France;FR;Correction;groupecat.com;
STVG;STVG;Stauden -Verkehrs-GmbH;DE;in use;bbgstauden.de;
STW;STW;Verein Seetal-Wagen STW;CH;Revoked;seetal-wagen.ch;OTIF
STWB;STWB;Steigerwaldbahn;DE;in use;;
SUAR;SUAR;Danisco Sugar Arlöv;SE;in use;daniscosugar.com;
SUAS;SUAS;SUAS Transportation Service s.r.o.;CZ;in use;suas-transportation.cz;
SUCAQ;SUCAQ;SUCRE AQUITAINE;FR;in use;;
SUD;SUD;Správa Ústecké dráhy s.r.o.;CZ;in use;usteckadraha.cz;
SUMÅF;SUMAF;Storumans Ångtågsförening;SE;in use;storumanloket.se;
SUND;SUND;Sundström Ab Oy, Entreprenad;FI;in use;sundstroms.fi;
SUNR;SUNR;SUNRAIL GbR;DE;in use;;
SUP;SUP;Sturm & Partner GbR;DE;in use;;
SV;SV;Joint Stock Company for Passenger Railway Transport "Srbija voz" a.d.;RS;in use;srbvoz.rs;OTIF
SVB;SVB;Städtische Verkehrsbetriebe Bern (BERNMOBIL);CH;in use;bernmobil.ch;OTIF
SVC;SVC;Sonderzugveranstaltungen Chemnitz;DE;in use;zugparty.de;
SVDJS;SVDJS;„EC BИ ДИ ГРУП” ΑД;BG;in use;;
SVECO;SVECO;SVECO S.P.A.;IT;in use;svecospa.it;
SVF;SVF;Scala Virgilio & Figli S.p.A.;IT;in use;;
SVG;SVG;Schienenverkehrsgesellschaft mbH;DE;in use;svgmbh.com;
SVP;SVP;Associazione Società Veneta Ferrovie APS;IT;in use;societavenetaferrovie.it;
SVSA;SVSA;„СΒИЛОЦЕЛ" EАД;BG;in use;svilosa.bg;
SVT;SVT;Förderverein Diesel-Schnelltriebwagen (SVT) e.V.;DE;in use;svt-koeln.de;
SVTG;SVTG;SVT Görlitz gGmbH i.G.;DE;in use;;
SVVR;SVVR;Spolok Výhrevne Vrútky, občianske združenie;SK;in use;vyhrevna-vrutky.sk;
SW;SW;South West Trains;UK;Blocked;swtrains.co.uk;
SWA;SWA;Stadtwerke Andernach GmbH;DE;in use;stadtwerke-andernach.de;
SWEG;SWEG;SWEG Südwestdeutsche Landesverkehrs-GmbH;DE;in use;sweg.de;
SWI;SWI;SWIETELSKY CONSTRUCTII FEROVIARE SRL;RO;in use;swietelsky.com;
SWIE;SWIE;Swietelsky AG - ZNL Bahnbau;AT;in use;swietelsky.at;
SWIRP;SWIRP;Swietelsky Rail Polska sp. z o.o.;PL;in use;swietelskyrail.pl;
SWIVT;SWIVT;Swietelsky Vasúttechnika Kft;HU;in use;vasuttechnika.hu;
SWK;SWK;SWK MOBIL GmbH;DE;in use;swk.de;
SWM;SWM;SweMaint;SE;in use;swemaint.se;
SWO;SWO;Stadtwerke Osnabrück AG;DE;in use;stadtwerke-osnabrueck.de/ehb;
SWR;SWR;SWISSRAIL S.A.;CH;in use;;OTIF
SWRCZ;SWRCZ;SWIETELSKY Rail CZ s.r.o.;CZ;in use;swietelsky.cz;
SWRTT;SWRTT;Schotterwer Röblingen GmbH;DE;in use;;
SWS;SWS;Stadtwerke Schweinfurt GmbH;DE;in use;stadtwerke-sw.de;
SWSST;SWSST;Bayer Cropscience SA-NV;BE;in use;;
SWSVO;SWSVO;SWS  spol. s r.o.;SK;in use;sws.sk;
SWT;SWT;Stahlwerk Thüringen GmbH;DE;in use;stahlwerk-thueringen.de;
SWTAB;SWTAB;SWT Swedtrac Trafik AB;SE;in use;swedtrac.com;
SWTR;SWTR;Swisstrain SA;CH;in use;swisstrain.ch;OTIF
SYN;SYN;Syntus;NL;Revoked;syntus.nl;
SŽ;SZ;Slovenske Zeleznice D.D.;SI;in use;slo-zeleznice.si;
SZA;SZA;"Sviloza" AD / "Свилоза" АД;BG;in use;;
