STRNR;KMANF_E;KMEND_E;KMANF_V;KMEND_V;STRNAME;STRKURZN
2639;100000000;100110060;  0,0 +   0;  1,1 +  60;Köln Hbf - Köln Messe/Deutz (Innengleise);Köln - K Messe/Deutz (Innengl)
2640;100170043;100960088;  1,7 +  43;  9,6 +  88;Köln West, W 14 - Hürth-Kalscheuren, W 33;Köln West - Hürth-Kalscheuren
2641;99999974;100770021;  0,0 + -25;  7,7 +  21;Abzw Köln Süd, W 10 - Köln-Kalk Nord, Stw Ksf, W 612;Abzw Köln Süd - Köln-Kalk Nord
2642;99969922;100130029; -0,3 + -77;  1,3 +  29;Köln Süd, W 1 - Köln Bonntor, W 3;Köln Süd - Köln Bonntor
2643;99729925;100080033; -2,7 + -74;  0,8 +  33;Köln Eifeltor, Stw Esf, W 426 - Köln Bonntor, W 1;Köln Eifeltor - Köln Bonntor
2644;99999950;100160094;  0,0 + -49;  1,6 +  94;Köln Eifeltor, Stw Enf - Köln Bonntor, W 88;Köln Eifeltor - K Bonntor,W 88
2645;99979935;103450008; -0,2 + -64; 34,5 +   8;Bonn Hbf, W 227 - Euskirchen, 46W89;Bonn - Euskirchen
2650;100000000;115070026;  0,0 +   0;150,7 +  26;Köln Messe/Deutz --Essen-Altenessen-- - Hamm (Westf) Pbf;Köln M/Deutz - Hamm (Westf)
2651;100000000;116610070;  0,0 +   0;166,1 +  70;Köln Messe/Deutz - Gießen, W 303;Köln Messe/Deutz - Gießen
2652;99979974;100680092; -0,2 + -25;  6,8 +  92;Köln Messe/Deutz, W 615 - Köln Neurather Ring Strw 2652/2659/2730;K M/Deutz, W615 - Neurather R.
2653;99979950;100330074; -0,2 + -49;  3,3 +  74;Köln Messe/Deutz, W 612 - Köln-Mülheim, W 221;K M/Deutz - K-Mülheim, W 221
2654;100030059;100090073;  0,3 +  59;  0,9 +  73;Köln Messe/Deutz, W 645 - Köln Deutzerfeld, W 29;K M/Deutz, W 645 - K Deutzerf.
2655;100410012;102450045;  4,1 +  12; 24,5 +  45;Porz-Heumar, W 3109 - Overath, W 4304;Porz-Heumar - Overath
2656;100000040;100300056;  0,0 +  40;  3,0 +  56;Abzw Köln Südbrücke, W 203 - Abzw Gremberg Nord, W 11;Köln Südbrücke - Gremberg Nord
2657;100030082;107270025;  0,3 +  82; 72,7 +  25;Siegburg/Bonn, W 146 - Olpe;Siegburg/Bonn - Olpe
2658;104000000;104680004; 40,0 +   0; 46,8 +   4;Köln Messe/Deutz - Abzw Köln Bruder Klaus Siedlung (Gegenri. 2650);K M/Deutz - K Bruder Kl.Siedl.
2659;103970049;104660085; 39,7 +  49; 46,6 +  85;Köln Messe/Deutz, W 613 - Köln Neurather Ring Strw 2652/2659/2730;K M/Deutz, W613 - Neurather R.
2660;99959916;100660039; -0,4 + -83;  6,6 +  39;Köln-Mülheim, W 174 - Köln-Kalk, W 44;Köln-Mülheim - Köln-Kalk
2661;100310056;100390090;  3,1 +  56;  3,9 +  90;Köln-Mülheim, W 105 - Abzw Höhenhaus, W 301;Köln-Mülheim - Abzw Höhenhaus
2662;100330001;100420095;  3,3 +   1;  4,2 +  95;Köln-Mülheim, Stw Mf, W 101 - Abzw Köln-Mülh. Berliner Str., W 49;K-Mülheim - Abzw Berliner Str.
2663;100070036;100950046;  0,7 +  36;  9,5 +  46;Köln-Mülheim, W 233 - Bergisch Gladbach;Köln-Mülheim - Berg. Gladbach
2664;100170091;100390058;  1,7 +  91;  3,9 +  58;Köln-Mülheim, W 238 - Köln-Kalk Nord, W 54;Köln-Mülheim - Köln-Kalk Nord
2665;100000016;100410003;  0,0 +  16;  4,1 +   3;Köln-Kalk Nord, W 235 - Abzw Köln-Mülheim Berliner Str., W 48;K-Kalk N - Abzw Berliner Str.
2666;100100068;100700080;  1,0 +  68;  7,0 +  80;Köln-Kalk Nord, W 620 - Abzw Gremberg Süd, W 202;Köln-Kalk Nord - Gremberg Süd
2667;99999984;100180006;  0,0 + -15;  1,8 +   6;Köln-Kalk Nord, W 235 - Abzw Vingst, W 311;Köln-Kalk Nord - Abzw Vingst
2668;100010080;100090053;  0,1 +  80;  0,9 +  53;Köln Messe/Deutz, W 631 - Köln Deutzerfeld, W 29 (Gegenr.Str. 2654);Köln M/Deutz - K Deutzerfeld
2669;99929925;100180092; -0,7 + -74;  1,8 +  92;Köln-Kalk Nord, W 528 - Köln-Mülheim, W 12;Köln-Kalk Nord - Köln-Mülheim
2670;100000000;106350041;  0,0 +   0; 63,5 +  41;Köln Hbf - Duisburg Hbf, W 730;Köln - Duisburg
2671;99999942;100730006;  0,0 + -57;  7,3 +   6;Hilden - Solingen Hbf, 28W76;Hilden - Solingen Hbf
2672;100000000;100010000;  0,0 +   0;  0,1 +   0;ehemalige Strecke - Hilden - Abzw Schützenstraße;ehemalige Strecke 2672
2673;103480084;103550004; 34,8 +  84; 35,5 +   4;Hilden, W 56 - W 62;Hilden, W 56 - W 62
2674;100000000;100230024;  0,0 +   0;  2,3 +  24;Abzw Leverkusen Werkstätte, 28W118 - Opladen, 24W20;Leverkusen Werkst. - Opladen
2675;99949988;101730090; -0,5 + -11; 17,3 +  90;Solingen Hbf, 28W32 - Remscheid Hbf, W 66;Solingen Hbf - Remscheid
2676;102850073;103480069; 28,5 +  73; 34,8 +  69;Düsseldorf-Eller - Hilden;Düsseldorf-Eller - Hilden
2680;100010056;102380043;  0,1 +  56; 23,8 +  43;Osberghausen - Waldbröl (Rheinland);Osberghausen - Waldbröl
2681;99979946;100750048; -0,2 + -53;  7,5 +  48;Hermesdorf, W 1 - Morsbach (Sieg);Hermesdorf - Morsbach
2682;101020045;104710085; 10,2 +  45; 47,1 +  85;Bergisch Gladbach, W 3 - ehem. Lindlar;Bergisch Gladbach - Lindlar
2690;100910058;117350071;  9,1 +  58;173,5 +  71;Abzw Köln Steinstraße, W 101 - Frankfurt am Main Stadion, W 513;Köln - Frankfurt am M. Stadion
2691;100550031;102070006;  5,5 +  31; 20,7 +   6;Abzw Köln Flughafen Nordwest, W 401 - Porz-Wahn, W 314;Köln Flughafen NW - Porz-Wahn
2692;100000000;100230003;  0,0 +   0;  2,3 +   3;Abzw Köln Flugh. Nordost, W 404 - Abzw Köln Frankfurter Straße, W 3115;Köln Flugh. NO - K Frankf. Str
2693;100000000;100090018;  0,0 +   0;  0,9 +  18;Porz-Wahn, W 313 - Porz-Wahn, W 303;Porz-Wahn, W 313 - W 303
2694;100000000;100130051;  0,0 +   0;  1,3 +  51;Porz-Wahn, W 312 - Porz-Wahn, W 304;Porz-Wahn, W 312 - W 304
2695;100000000;101450000;  0,0 +   0; 14,5 +   0;Troisdorf, W 420 - Bonn-Oberkassel, W 229 (Planungstitel);Troisdorf - Bonn-Oberkassel
2700;100040088;104230099;  0,4 +  88; 42,3 +  99;Wuppertal-Oberbarmen, W 164 --Bergisch Born-- - Opladen, W 79;Wuppertal-Oberbarmen - Opladen
2701;100000062;100550057;  0,0 +  62;  5,5 +  57;Wuppertal-Oberbarmen, W 117 - Schwelm, W 427;Wuppertal-Oberbarmen - Schwelm
2702;99969955;100070054; -0,3 + -44;  0,7 +  54;Wuppertal Rauenthal, W 713 - Wuppertal-Langerfeld, W 502;W Rauenthal - W-Langerfeld
2703;100000000;102020060;  0,0 +   0; 20,2 +  60;Remscheid-Lennep --Krebsöge-- - Wuppertal-Rauenthal, W 718;Lennep --Krebs.-- - Rauenthal
2704;99979909;101880018; -0,2 + -90; 18,8 +  18;Krebsöge - ehem. Anschlag;Krebsöge - Anschlag
2705;101340084;102210050; 13,4 +  84; 22,1 +  50;Remscheid-Lennep, W 414 - Remscheid-Hasten;RS-Lennep - RS-Hasten
2706;99979957;100240095; -0,2 + -42;  2,4 +  95;Remscheid Hbf, W 64 - Remscheid-Bliedinghausen;Remscheid - RS-Bliedinghausen
2707;101670014;104370083; 16,7 +  14; 43,7 +  83;Bergisch Born - Marienheide;Bergisch Born - Marienheide
2710;100130072;100320080;  1,3 +  72;  3,2 +  80;Wuppertal-Oberbarmen - Wuppertal-Wichlinghausen;W-Oberbarmen - Wichlinghausen
2711;100000000;100010000;  0,0 +   0;  0,1 +   0;ehemalige Strecke - Wuppertal-Langerfeld, W 514 - W 568;ehemalige Strecke 2711
2712;100140036;100560080;  1,4 +  36;  5,6 +  80;Wuppertal-Langerfeld - Schwelm-Loh;W-Langerfeld - Schwelm-Loh
2713;100000000;102270031;  0,0 +   0; 22,7 +  31;Wuppertal-Wichlinghausen - Hattingen (Ruhr), W 730;W-Wichlinghausen - Hattingen
2714;100000000;100910091;  0,0 +   0;  9,1 +  91;ehem. Schee - ehem. Silschede;Schee - Silschede
2721;100110020;101060085;  1,1 +  20; 10,6 +  85;Wuppertal-Steinbeck - Wuppertal-Cronenberg;W-Steinbeck - W-Cronenberg
2722;100080074;100350030;  0,8 +  74;  3,5 +  30;Wuppertal-Vohwinkel, W 77 - Wuppertal-Varresbeck, W 71;W-Vohwinkel - W-Varresbeck
2723;99929964;102630037; -0,7 + -35; 26,3 +  37;Wuppertal-Vohwinkel, W 88 - Essen-Kupferdreh Hespertalbahn, W 404;W-Vohwinkel - Essen-Kupferdreh
2724;100000084;102520000;  0,0 +  84; 25,2 +   0;ehem. Abzw Oberdüssel - Kettwig Stausee;Oberdüssel - Kettwig Stausee
2725;100000000;100010000;  0,0 +   0;  0,1 +   0;ehemalige Strecke - Wuppertal-Vohwinkel, Stw F 8 - Stw Vpf;ehemalige Strecke 2725
2726;100000068;100270018;  0,0 +  68;  2,7 +  18;Wuppertal-Zoologischer Garten, 82W03 - Wuppertal-Steinbeck, W 86W01;W Zool. Garten - W-Steinbeck
2727;101950094;102140050; 19,5 +  94; 21,4 +  50;Dornap-Hahnenfurth, 9W13 - Abzw Wuppertal-Dornap, 79W003;Dornap-Hahnenfurth - W-Dornap
2730;100000019;102660000;  0,0 +  19; 26,6 +   0;Gruiten - Köln Neurather Ring Strw 2652/2659/2730;Gruiten - Köln Neurather Ring
2731;110410082;110600086;104,1 +  82;106,0 +  86;Gruiten - Abzw Wuppertal Linden, W 574;Gruiten - Abzw Wuppert. Linden
2732;110350009;110850045;103,5 +   9;108,5 +  45;Haan-Gruiten, 76W03 - Wuppertal-Vohwinkel;Haan-Gruiten - Wuppertal-Vohw.
2733;110350015;110860097;103,5 +  15;108,6 +  97;Haan-Gruiten, 76W04 - Wuppertal-Vohwinkel, W 015;Haan-Gruiten - W-Vohwinkel,W15
2734;100590070;101900070;  5,9 +  70; 19,0 +  70;Solingen Mitte - Wuppertal-Vohwinkel;Solingen Mitte - W-Vohwinkel
2735;100000000;100010000;  0,0 +   0;  0,1 +   0;ehemalige Strecke - Gruiten - Wuppertal-Vohwinkel;ehemalige Strecke 2735
2800;99979919;112980047; -0,2 + -80;129,8 +  47;Hagen Hbf, W 11 - Haiger, W 97;Hagen - Haiger
2801;99969989;103120079; -0,3 + -10; 31,2 +  79;Hagen Hbf, W 9 --Witten-- - Dortmund Hbf;Hagen - Dortmund
2802;99949946;100130024; -0,5 + -53;  1,3 +  24;Hagen-Eckesey, W 73 - Hagen Gbf, W 454;Hagen-Eckesey - Hagen Gbf
2803;107590015;107740060; 75,9 +  15; 77,4 +  60;Hagen-Vorhalle, W 551 - Hagen Gbf, W 460;Hagen-Vorhalle - Hagen Gbf
2804;99959973;100240070; -0,4 + -26;  2,4 +  70;Hagen Hbf, W 71 - Hagen-Heubing, W 612;Hagen - Hagen-Heubing
2805;100000048;100270019;  0,0 +  48;  2,7 +  19;ehem. Abzw Weidestraße, W 3 - Hagen-Kückelhausen;Weidestraße - HA-Kückelhausen
2810;100170072;106050062;  1,7 +  72; 60,5 +  62;Hagen-Oberhagen - Gummersbach-Dieringhausen, 61W04;HA-Oberhagen - Dieringhausen
2811;113990061;114530023;139,9 +  61;145,3 +  23;Abzw Hagen Rehsiepen, W 301 - Hagen Streckenw. 2811/2823;HA Rehsiepen - Strw 2811/2823
2812;100000000;100010000;  0,0 +   0;  0,1 +   0;ehemalige Strecke - (Hagen Hbf) Abzw Rehsiepen, W 2 - W 149;ehemalige Strecke 2812
2813;100030006;100650072;  0,3 +   6;  6,5 +  72;Brügge (Westf), W 4 - Lüdenscheid;Brügge - Lüdenscheid
2814;100030004;101920000;  0,3 +   4; 19,2 +   0;Oberbrügge - Wipperfürth;Oberbrügge - Wipperfürth
2815;99989982;101240090; -0,1 + -17; 12,4 +  90;Meinerzhagen, W 3 - Krummenerl;Meinerzhagen - Krummenerl
2816;100340060;101380027;  3,4 +  60; 13,8 +  27;Hagen-Haspe, W 441 - Ennepetal-Altenvoerde;Hagen-Haspe - EN-Altenvoerde
2817;114010010;114070087;140,1 +  10;140,7 +  87;Abzw Hagen Rehsiepen - Hagen Gbf;Abzw HA Rehsiepen - Hagen Gbf
2818;100000000;100010000;  0,0 +   0;  0,1 +   0;ehemalige Strecke - Hagen Hbf, Abzw Rehsiepen - Stw Hpw;ehemalige Strecke 2818
2819;100000005;100180000;  0,0 +   5;  1,8 +   0;Hagen Hbf - Hagen-Oberhagen;Hagen - Hagen-Oberhagen
2820;107580080;108340009; 75,8 +  80; 83,4 +   9;Hagen-Vorhalle, W 553 - Hagen-Kabel, W 342;Hagen-Vorhalle - Hagen-Kabel
2821;100000092;100350092;  0,0 +  92;  3,5 +  92;Hagen-Vorhalle, W 522 - Herdecke, W 814;Hagen-Vorhalle - Herdecke
2822;99939944;100100084; -0,6 + -55;  1,0 +  84;Hagen-Eckesey, W 71 - Hagen-Vorhalle, W 508;Hagen-Eckesey - Hagen-Vorhalle
2823;99949946;100570058; -0,5 + -53;  5,7 +  58;Hagen-Eckesey, W 73 - Abzw Hohensyburg, W 573;HA-Eckesey - Abzw Hohensyburg
2824;107270090;107530032; 72,7 +  90; 75,3 +  32;Hagen-Vorhalle, W 422 - Hagen-Vorhalle, W 584;Hagen-Vorhalle, W 422 - W 584
2825;100000013;100370086;  0,0 +  13;  3,7 +  86;Hagen-Vorhalle, W 421 - W 505;Hagen-Vorhalle, W 421 - W 505
2840;115510078;116540087;155,1 +  78;165,4 +  87;Schwerte (Ruhr), 58W111 - Holzwickede, W 262;Schwerte - Holzwickede
2841;99999984;101970017;  0,0 + -15; 19,7 +  17;Iserlohn - Schwerte (Ruhr);Iserlohn - Schwerte
2842;100010071;100200033;  0,1 +  71;  2,0 +  33;Abzw Schwerte Heide, 60W1 - Schwerte (Ruhr) Ost, W 305;Abzw Heide - Schwerte Ost
2843;114930043;115860037;149,3 +  43;158,6 +  37;Abzw Hohensyburg, W 572 - Schwerte (Ruhr) Ost, W 326;Abzw Hohensyburg - Schwerte O
2844;100000092;100140030;  0,0 +  92;  1,4 +  30;Abzw Hohensyburg, W 571 - Hagen-Kabel, W 307;Abzw Hohensyburg - Hagen-Kabel
2850;100020099;102500072;  0,2 +  99; 25,0 +  72;Letmathe, W 174 - Fröndenberg;Letmathe - Fröndenberg
2851;99999931;100220018;  0,0 + -68;  2,2 +  18;Hemer, W 22 - Sundwig;Hemer - Sundwig
2852;100000000;101240079;  0,0 +   0; 12,4 +  79;Fröndenberg - Unna, W 10;Fröndenberg - Unna
2853;100010092;102230011;  0,1 +  92; 22,3 +  11;Menden (Sauerland), W 2 - Neuenrade;Menden - Neuenrade
2854;99979938;106150073; -0,2 + -61; 61,5 +  73;Abzw Nuttlar, W 3 - Frankenberg (Eder), W 15;Abzw Nuttlar - Frankenberg
2860;99949997;101640078; -0,5 +  -2; 16,4 +  78;Plettenberg, W 855 - ehem. Herscheid;Plettenberg - Herscheid
2861;100000000;103620046;  0,0 +   0; 36,2 +  46;Finnentrop - Wennemen, W 406;Finnentrop - Wennemen
2862;100000000;103940051;  0,0 +   0; 39,4 +  51;Altenhundem - Wenholthausen, W 1;Altenhundem - Wenholthausen
2863;99999923;102230000;  0,0 + -76; 22,3 +   0;Lennestadt-Altenhundem, W 8 - Birkelbach;Altenhundem - Birkelbach
2864;100000000;104360005;  0,0 +   0; 43,6 +   5;Finnentrop - Freudenberg (Kr Siegen);Finnentrop - Freudenberg
2870;100000063;108880049;  0,0 +  63; 88,8 +  49;Kreuztal, 25W206 - Cölbe, W 318;Kreuztal - Cölbe
2871;99999905;101970074;  0,0 + -94; 19,7 +  74;Erndtebrück, W 3 - Bad Berleburg;Erndtebrück - Bad Berleburg
2872;100220089;103640037;  2,2 +  89; 36,4 +  37;Berleburg, ehem. Abzw Hörre - Allendorf (Eder), W 16;Berleburg, Hörre - Allendorf
2880;110390094;112330005;103,9 +  94;123,3 +   5;Siegen-Weidenau, W 618 - Betzdorf (Sieg), W 82;Siegen-Weidenau - Betzdorf
2881;99889988;100310004; -1,1 + -11;  3,1 +   4;Siegen, W 63 - Siegen Ost Gbf, W 729;Siegen - Siegen Ost
2882;100000066;101350048;  0,0 +  66; 13,5 +  48;Kirchen - Freudenberg (Kr Siegen);Kirchen - Freudenberg
2883;100000000;100010000;  0,0 +   0;  0,1 +   0;ehemalige Strecke - Abzw Grünebach - Daaden                           (neue Strecke 9288);ehemalige Strecke 2883
2900;100000008;100060032;  0,0 +   8;  0,6 +  32;Lünen Süd, W 51 - Lünen Hbf, W 441;Lünen Süd - Lünen
2901;100110025;100270059;  1,1 +  25;  2,7 +  59;Lünen Preußen, W 353 - Abzw Horstmar, 64W251;Lünen Preußen - Abzw Horstmar
2910;99999988;100460061;  0,0 + -11;  4,6 +  61;Bönen, W 51 - Hamm (Westf) Rbf, W 135;Bönen - Hamm Rbf
2911;114530022;115050037;145,3 +  22;150,5 +  37;Abzw Selmig, W 8 - Hamm (Westf) Rbf, W 703;Abzw Selmig - Hamm Rbf
2912;99999978;100130041;  0,0 + -21;  1,3 +  41;Abzw Herringen, W 301 - Hamm (Westf) Rbf, W 12;Abzw Herringen - Hamm Rbf
2913;114660032;115030076;146,6 +  32;150,3 +  76;Hamm (Westf) Rbf, W 7 - Hamm (Westf) Rbf, W 702;Hamm Rbf, W 7 - W 702
2920;99999981;100400080;  0,0 + -18;  4,0 +  80;Abzw Hamm Feldmark, W 1 - Hamm (Westf) Rbf, W 507;Abzw Feldmark - Hamm Rbf
2921;100000040;100240043;  0,0 +  40;  2,4 +  43;Abzw Hamm Gallberg, W 523 - Hamm (Westf) Rbf, W 136;Abzw Gallberg - Hamm Rbf
2922;100090013;100400062;  0,9 +  13;  4,0 +  62;Hamm (Westf) Rbf, W 190 - Hamm (Westf), W 926;Hamm Rbf - Hamm
2923;99999978;100230032;  0,0 + -21;  2,3 +  32;Hamm (Westf)Rbf, W 431 - Hamm (Westf)Pbf, W 936;Hamm Rbf, W 431  - Hamm Pbf
2930;111150045;113710089;111,5 +  45;137,1 +  89;Soest - Hamm (Westf), W 937;Soest - Hamm
2931;113470070;134800059;134,7 +  70;348,0 +  59;Hamm (Westf) - Emden Rbf;Hamm (Westf) - Emden Rbf
2932;118840008;120720098;188,4 +   8;207,2 +  98;Unna, W 3 - Hamm (Westf);Unna - Hamm
2933;100030065;100320033;  0,3 +  65;  3,2 +  33;Unna, W 4 - Unna-Königsborn, W 746;Unna - Unna-Königsborn
2940;99959958;100600020; -0,4 + -41;  6,0 +  20;Neubeckum, W 6 - Beckum;Neubeckum - Beckum
2941;100000000;100010000;  0,0 +   0;  0,1 +   0;ehemalige Strecke - Neubeckum - Friedrichshorst;ehemalige Strecke 2941
2942;99969964;100030039; -0,3 + -35;  0,3 +  39;Neubeckum, W 26 - DB-Grenze;Neubeckum, W 26 - DB-Grenze
2943;99989915;100040055; -0,1 + -84;  0,4 +  55;Neubeckum, W 16 - NE-Strecke 9213;Neubeckum - NE-Strecke 9213
2950;99979984;105520010; -0,2 + -15; 55,2 +  10;Brackwede, W 58 - Osnabrück Hbf Po, W 392;Brackwede - Osnabrück
2951;100030022;102440028;  0,3 +  22; 24,4 +  28;Lippstadt, W 8 - Rheda-Wiedenbrück, W 70;Lippstadt - Rheda-Wiedenbrück
2952;100000000;100010000;  0,0 +   0;  0,1 +   0;ehemalige Strecke - Wiedenbrück - Dellbrück;ehemalige Strecke 2952
2960;99969906;104050063; -0,3 + -93; 40,5 +  63;Paderborn Hbf, W 37 - Brackwede, W 24;Paderborn - Brackwede
2961;99979957;105980045; -0,2 + -42; 59,8 +  45;Paderborn Hbf, W 5 - Brilon Wald;Paderborn - Brilon Wald
2962;99979991;100760002; -0,2 +  -8;  7,6 +   2;Paderborn Nord, W 1 - Bad Lippspringe;PB Nord - Bad Lippspringe
2963;100010023;101520060;  0,1 +  23; 15,2 +  60;Geseke, W 4 - Büren (Westf);Geseke - Büren
2970;111040084;114870030;110,4 +  84;148,7 +  30;Altenbeken, W 8 - Warburg (Westf), W 88;Altenbeken - Warburg
2971;110960038;111070046;109,6 +  38;110,7 +  46;Altenbeken, Gl 200, W 154 - Altenbeken, W 85;Altenbeken, W 154 - W 85
2972;100030028;110120010;  0,3 +  28;101,2 +  10;Warburg (Westf), W 64 - Sarnau, W 18;Warburg - Sarnau
2973;128300011;133300034;283,0 +  11;333,0 +  34;Scherfede, W 17 - Holzminden, W2;Scherfede - Holzminden
2974;100320042;104880062;  3,2 +  42; 48,8 +  62;Langeland, W 2 - Holzminden;Langeland - Holzminden
2975;99969902;106390052; -0,3 + -97; 63,9 +  52;Ottbergen, W 5 - Northeim (Han);Ottbergen - Northeim
2976;100000000;100110000;  0,0 +   0;  1,1 +   0;ehem. Abzw Wildberg - ehem. Abzw Steinberg (Wehrden (Weser));Abzw Wildberg - Abzw Steinberg
2980;99899964;104800031; -1,0 + -35; 48,0 +  31;Herford, W 18 - Himmighausen, W 21;Herford - Himmighausen
2981;99949948;100890091; -0,5 + -51;  8,9 +  91;Herford, W 167 - Kirchlengern, W 102;Herford - Kirchlengern
2982;99969936;108770071; -0,3 + -63; 87,7 +  71;Bünde (Westf), W 41 - Bassum, W 41;Bünde - Bassum
2983;99989998;105010076; -0,1 +  -1; 50,1 +  76;Lage (Lippe), W 7 - Hameln, W 55;Lage - Hameln
2984;99949920;102210036; -0,5 + -79; 22,1 +  36;Lage (Lippe), W 48 - Bielefeld Hbf, W 217;Lage - Bielefeld
2985;99989954;100210041; -0,1 + -45;  2,1 +  41;Bielefeld Ost, W 1 - Bielefeld Kreisbahnhof;Bielefeld Ost - Kreisbahnhof
2986;100210024;100670098;  2,1 +  24;  6,7 +  98;Abzw Noltehof - Blomberg;Abzw Noltehof - Blomberg
2990;106190002;117750037; 61,9 +   2;177,5 +  37;Minden (Westf), W 8 - Hamm (Westf) Rbf, W 658;Minden (Westf) - Hamm Rbf
2991;100030025;100400000;  0,3 +  25;  4,0 +   0;Porta Westfalica - Häverstädt;Porta Westfalica - Häverstädt
2992;108520095;118010036; 85,2 +  95;180,1 +  36;Löhne (Westf) Pbf - Rheine, 20W209;Löhne - Rheine
2993;108450052;108760040; 84,5 +  52; 87,6 +  40;Löhne (Westf) Pbf, W 19 - W 291;Löhne, W 19 - W 291
3000;99989901;104250027; -0,1 + -98; 42,5 +  27;Remagen, W 5 - Adenau;Remagen - Adenau
3001;100000000;100010000;  0,0 +   0;  0,1 +   0;ehemalige Strecke - (Dümpelfeld) Abzw Liers - Abzw Insul;ehemalige Strecke 3001
3002;100070000;104380043;  0,7 +   0; 43,8 +  43;Dümpelfeld - Lissendorf;Dümpelfeld - Lissendorf
3003;100090042;101960071;  0,9 +  42; 19,6 +  71;Jünkerath - Losheim (Eifel) Grenze;Jünkerath - Losheim Grenze
3004;100000000;100880060;  0,0 +   0;  8,8 +  60;Hillesheim (Eifel) - Pelm;Hillesheim - Pelm
3005;99949931;109310072; -0,5 + -68; 93,1 +  72;Andernach, W 3 - Gerolstein, W 2;Andernach - Gerolstein
3006;100000000;100080050;  0,0 +   0;  0,8 +  50;Andernach, W 57 - Andernach Rheinwerft;Andernach - Andern. Rheinwerft
3007;100000000;100100051;  0,0 +   0;  1,0 +  51;Andernach - Andernach Hafen;Andernach - Andernach Hafen
3010;100000000;115950012;  0,0 +   0;159,5 +  12;Koblenz Hbf - Perl (DB-Grenze);Koblenz - Perl (DB-Grenze)
3011;100000078;101530073;  0,0 +  78; 15,3 +  73;Neuwied - Koblenz Mosel Gbf, W 438;Neuwied - Koblenz Mosel Gbf
3012;108990078;109110021; 89,9 +  78; 91,1 +  21;Koblenz, Moselbrücke, W 325 - Koblenz Hbf, W 42;Koblenz, Moselbrücke - Koblenz
3013;100030005;100090088;  0,3 +   5;  0,9 +  88;Koblenz Hbf, W 25 - Koblenz Mosel Gbf, Stw Kof;Koblenz - Koblenz Mosel Gbf
3014;100000000;100220021;  0,0 +   0;  2,2 +  21;Abzw Kesselheim, W 3 - Koblenz-Lützel, W 16;Abzw Kesselheim - KO-Lützel
3015;100000006;103410048;  0,0 +   6; 34,1 +  48;Koblenz-Lützel, W 20 - Mayen Ost;Koblenz-Lützel - Mayen Ost
3016;99959914;100920070; -0,4 + -85;  9,2 +  70;Polch, W 1 - Münstermaifeld;Polch - Münstermaifeld
3017;100000000;100240000;  0,0 +   0;  2,4 +   0;Engers - Rheinbrücke;Engers - Rheinbrücke
3018;108690005;108830040; 86,9 +   5; 88,3 +  40;Koblenz-Lützel, W 15 - Koblenz-Lützel, W 103;Koblenz-Lützel, W 15 - W 103
3020;100040035;105340098;  0,4 +  35; 53,4 +  98;Simmern, W 33 - Boppard Süd;Simmern - Boppard Süd
3021;100060028;111080041;  0,6 +  28;110,8 +  41;Langenlonsheim, W 45 - Hermeskeil, W 23;Langenlonsheim - Hermeskeil
3022;100070000;101490050;  0,7 +   0; 14,9 +  50;Simmern - Gemünden (Hunsrück);Simmern - Gemünden
3023;100000000;100380045;  0,0 +   0;  3,8 +  45;Büchenbeuren, W 1 - Hahn Flughafen;Büchenbeuren - Hahn Flughafen
3030;100000079;100230045;  0,0 +  79;  2,3 +  45;ehem. Abzw Lahnstein Hohenrhein - Oberlahnstein, W 191;Hohenrhein - Oberlahnstein
3031;100000063;100130058;  0,0 +  63;  1,3 +  58;Abzw Koblenz-Pfaffendorf, W 103 - Abzw Kobl. Horchheimer Brücke, W 301;KO-Pfaffend. - Horchheimer Br.
3032;100000066;107390083;  0,0 +  66; 73,9 +  83;Engers - Au (Sieg);Engers - Au (Sieg)
3033;99979981;103390020; -0,2 + -18; 33,9 +  20;Linz (Rhein), W 24 - Flammersfeld;Linz - Flammersfeld
3034;99969924;100670030; -0,3 + -75;  6,7 +  30;Grenzau, W 15 - Hillscheid (Westerw);Grenzau - Hillscheid
3100;99979942;103270044; -0,2 + -57; 32,7 +  44;Gerolstein, W 30 - Pronsfeld, W 2;Gerolstein - Pronsfeld
3101;103270015;104990095; 32,7 +  15; 49,9 +  95;Pronsfeld - Ihren;Pronsfeld - Ihren
3102;100010039;102520051;  0,1 +  39; 25,2 +  51;Pronsfeld, W 2 - Neuerburg (Kr Bitburg);Pronsfeld - Neuerburg
3103;99969994;100860011; -0,3 +  -5;  8,6 +  11;Pronsfeld, W 1 - Waxweiler;Pronsfeld - Waxweiler
3104;99979982;104440050; -0,2 + -17; 44,4 +  50;Bitburg-Erdorf, W 32 - Igel;Bitburg - Igel
3110;99899917;104060018; -1,0 + -82; 40,6 +  18;Wittlich Hbf, W 3 - Daun;Wittlich - Daun
3111;99939992;101510083; -0,6 +  -7; 15,1 +  83;Wittlich Hbf, W 8 - Bernkastel-Kues;Wittlich - Bernkastel-Kues
3112;100010088;101050001;  0,1 +  88; 10,5 +   1;Abzw Pünderich DB, W 52 - Traben-Trarbach DB;Pünderich - Traben-Trarbach
3113;105320030;106110040; 53,2 +  30; 61,1 +  40;Treis - Bruttig;Treis - Bruttig
3114;100000000;100120098;  0,0 +   0;  1,2 +  98;Wittlich Hbf, W 51 - Industrieanschl.II Wittlich;Wittlich - Industrieanschl.II
